"Subjects" "Acivity" "Average Body X Acc" "Average Body Y Acc" "Average Body z Acc" "Average Body x Gyro" "Average Body y Gyro" "Average Body z Gyro" "Average Total X Acc" "Average Total y Acc" "Average Total z Acc"
"V125" "Train" -0.00451848683498821 0.00144865356133481 0.00480757250080825 0.0195098061508585 0.00696827608570579 0.0130666228688591 0.807923793861647 0.0377028686403317 0.0961759806454955
"V126" "Test" 0.0047615237042898 0.00127802199489331 0.00424703220301543 -0.000504336108287854 0.0268810389585684 -0.00377194054269586 -0.0680676829181208 0.00407162161380191 -0.117946561569531
"V126" "Train" -0.00738301049087667 0.00259510402457394 0.00148775638292716 0.00488533438943638 0.00344052430821921 7.54771116614102e-05 -0.0851682343168831 0.0374612281208031 -0.150111140813005
"V127" "Test" 0.0023640075771695 -5.53264067537418e-05 0.00352479516779545 0.0152970066441615 0.0266733377420567 0.00899201764294737 0.825079956176952 0.00344249611194625 0.0864368929867363
"V127" "Train" -0.00387774557573938 0.000653410176593155 0.00529958516684787 0.0200072667925412 0.00874837814595057 0.0127239382027279 0.807601320247744 0.0378655148933085 0.0952436484603563
"V128" "Test" 0.00396782836841791 -0.000499098623717324 0.00324734836841514 9.11797601446923e-05 0.0220294108417492 0.00167244860470806 -0.06803834462 0.00353344365115735 -0.118581773672389
"V128" "Train" -0.00629728260398887 0.00256515452449897 0.00220788638068619 0.004102556658751 0.0069937928840829 -0.00249403880072665 -0.0859360318472473 0.0368701117380146 -0.149644472467075
"V129" "Test" 0.00369655013889169 0.00190463879758592 0.00199500952121291 0.0173666478711533 0.0254260578803733 0.0141793597227821 0.823895067122603 0.00504108576342255 0.0867880229160108
"V129" "Train" -0.00200069830944418 0.000929532463988986 0.00563740616356105 0.0181497170114014 0.0111402411446901 0.00827877018323784 0.809460477166995 0.0359874610565252 0.0947267863458535
"V13" "Test" 0.013885508107625 0.0134335693896176 0.00994116624101474 -0.00329665581092041 0.0276830323886432 0.0230783531728553 0.817244069811134 -0.00116294629316493 0.0911345016835033
"V13" "Train" 0.019816870495663 0.00995070125160808 0.0117652654308722 0.010065935857107 0.0198107123760123 0.0243637414354675 0.809704821817768 0.0093013440128056 0.102369617208675
"V130" "Test" 0.0048854920474305 -0.00118430403611964 0.00104427205741376 0.00202982078899782 0.0170288640527609 0.01100747774164 0.0400053683690476 NA -0.0591691933925282
"V130" "Train" -0.0038580672514741 0.00188868503448621 0.00255435040875424 0.00411716048464043 0.010357657175261 -0.00135034756299644 -0.00095845446055046 NA -0.0868508607766147
"V131" "Test" 0.00153716100784288 -0.000939027933217296 0.00178513236952694 0.0204151845756348 0.0146185068185028 0.0120770047321789 0.861171313492161 NA 0.16755983244005
"V131" "Train" -0.000180682381706473 -0.000889070920769364 0.00432902010390226 0.0187488819443391 0.0149687854680723 0.00947251707207348 0.857469548639041 NA 0.199647530538492
"V132" "Test" 0.000329235143773115 -0.00468498258398251 0.00277702591699221 -0.00263808667526864 0.0113973456157914 0.00670941941838433 0.03652934166 NA -0.0461316541383933
"V132" "Train" -2.33346699893638e-05 0.000765564992909465 0.00192577734823931 0.00872230883858684 0.00757996619827865 0.00149011736516034 -0.000528737941509435 NA -0.0675959882533943
"V133" "Test" -0.00370082893883128 0.000157890500139628 0.00560582594858185 0.0175805746206703 0.012298968304244 0.0109164989596331 0.860065136694685 NA 0.17713981835001
"V133" "Train" 0.00106284289305947 -0.00111283194090668 0.00403581274564053 0.01758363335302 0.0165434575155886 0.0110899525447217 0.85827875289704 NA 0.21565926196698
"V134" "Test" -0.00327343995137364 -0.00395476278277588 0.00356586071919038 -0.00422799675855169 0.0142833137183827 0.00947147494711734 0.0344446358534884 NA -0.0388063417092757
"V134" "Train" 0.00284737757985373 0.00224425829986419 0.000311170029020498 0.00804054376017152 -0.00103563387016993 0.00218205069805643 0.00246195440938614 NA -0.0528529701543354
"V135" "Test" -0.00504093225521024 -1.04126276846336e-05 0.00468779371069709 0.0125055592377032 0.0100723587553347 0.0142905982107715 0.858013617987308 NA 0.185605109040365
"V135" "Train" 0.00343465832013 0.000589649474389966 0.00310524051458512 0.016685092010459 0.0159898767270201 0.00917288137923106 0.859697958280364 NA 0.225746707943305
"V136" "Test" -0.00512460798263456 -0.00419782026912312 0.00228924933117741 -0.00676788214902334 0.0111812273978522 0.00958741147529712 0.0304869007790698 NA -0.0266348105743684
"V136" "Train" 0.00530555809414467 0.00338261532879 6.88990942280938e-05 0.0104021953378977 0.000148631354310914 0.00207585944016798 0.0108038119961111 NA -0.0452691865805655
"V137" "Test" -0.00475017907971824 0.000276248959451302 0.00181549172593598 0.00809623812390585 0.00921535463492436 0.0148954818220816 0.857869761934259 NA 0.19540558779969
"V137" "Train" 0.00576065236414604 -7.81041851243284e-06 0.00255003290559056 0.0214984257301146 0.01415591069223 0.00819654133029398 0.860703991804815 NA 0.230496557187011
"V138" "Test" -0.00474179290375557 -0.0044042106720668 0.000819813267115693 -0.0135774168613426 0.00954900090743767 0.00884900654139793 0.0307659949792683 NA -0.00651227711921458
"V138" "Train" 0.00618731850922318 0.00271595576329467 -0.00105832042472553 0.0158421160606873 0.000546644441957145 0.00178160930186245 0.0264759904821429 NA -0.0425993070311594
"V139" "Test" -0.00445176358394993 7.64985293853516e-06 0.000251466665833073 0.00398322577364835 0.00397951798159481 0.0151491644090179 0.857257787597365 NA 0.202077273815068
"V139" "Train" 0.00619500473575381 3.07002685452045e-05 0.000940093477766185 0.0263485196412974 0.0107567951361985 0.00876257563792406 0.861481443288426 NA 0.235627519724813
"V14" "Test" -0.00752478393495768 -0.0163587235518275 -0.0166268273186866 -0.146551741189833 -0.0245654856147171 -0.030206971077141 -0.0845934264666666 -0.0014896838164174 -0.14223865729653
"V14" "Train" -0.00354001344724646 -0.0165604830377979 -0.0107239861383589 -0.133294737767363 -0.0464548444617728 -0.0412642916981372 -0.094233377990389 0.00948355092825008 -0.175939291670538
"V140" "Test" -0.00429658832063435 -0.00521505069907038 0.00198459661534654 -0.0139646126860871 0.00151248353725438 0.00530801599084688 0.0253728425 NA -0.00380824282603174
"V140" "Train" 0.00694558884131045 0.00146680071596185 -0.0021309305100575 0.0152052850550408 -0.002503634717289 -0.00189461638769571 0.0330806871592593 NA -0.0374987961125911
"V141" "Test" -0.00318958788553928 -0.000219026333806386 0.00312898582936316 0.0079364184860405 0.00506856247021694 0.0182497775475628 0.856625898965194 NA 0.202303735246824
"V141" "Train" 0.00600941099624617 9.6369807145736e-05 -0.000362184456916654 0.0287913216896277 0.00361766293687187 0.00392224017247878 0.862303308856203 NA 0.243352082737425
"V142" "Test" -0.00441764168718912 -0.000503623123614515 0.0031814010082581 -0.0155213185117396 0.00751546934118874 0.00757678046728154 0.0247074250952381 NA 0.0028660507395738
"V142" "Train" 0.0072696905085617 0.00190500789413739 -0.00267959920799212 0.0150484507460449 -0.007908809664146 -0.00401507512600021 0.0347978350243421 NA -0.0249696175772517
"V143" "Test" -0.00269133362620852 0.00461617489994621 0.00365442490134714 0.00593793139460698 0.00878272653474784 0.0144700024799536 0.855199367862209 NA 0.207502709705409
"V143" "Train" 0.00440348327319851 0.000774592447573807 0.000355357791743362 0.0337970297030157 0.00315018456576574 0.00249320884490343 0.862051460344443 NA 0.251212724511073
"V144" "Test" -0.00435993649986428 0.000386681173860715 0.00129976949511683 -0.0128394228775798 0.0101246597565192 0.00375054331617093 0.0259426033547619 NA 0.0100053896215409
"V144" "Train" 0.00624012815311293 0.0027748088318216 -0.00147736351351538 0.0189495294077455 0.00226075016056756 -0.00476756037298708 0.0335445397206575 NA -0.0197137943523044
"V145" "Test" -0.00310964733129709 0.00687940421586922 0.00430595169868598 0.0130028390027088 0.000333613040677524 0.010657254024846 0.854350363480741 NA 0.214476123180251
"V145" "Train" 0.00675126164263176 0.00169428171074862 0.00100123457049619 0.033082775554072 0.00301406106436067 0.00171408089860398 0.861640322893337 NA 0.255528535902263
"V146" "Test" -0.00495216627716716 0.000289795706325653 0.0012766130087658 -0.00472694605878292 0.00151646495201879 0.00237048735775757 0.0273857037804878 NA 0.0210090377805009
"V146" "Train" 0.00704614279472382 0.00455902094678814 -0.00233701955970086 0.018671708968912 0.00442487708619059 -0.00349492052148277 0.0370421660021389 NA -0.0166400493144427
"V147" "Test" -0.00385714935639231 0.00448410560153381 0.00402232563395799 0.0161634063995587 -0.00587345255703961 0.00800921060101743 0.855410191465347 NA 0.221892629916168
"V147" "Train" 0.00564602886121592 0.00166722117938113 0.000207392201456379 0.028615044797379 0.000323704668055098 0.00423965507475582 0.86115646773049 NA 0.259520541389892
"V148" "Test" -0.00478456298441444 -0.00147576888739452 0.000940111639546651 -0.00184567927361489 -0.00717858260430566 -0.00547854359114018 0.0293387164615385 NA 0.0278054348546374
"V148" "Train" 0.00568124287409252 0.00329826765292986 -0.000684317888430241 0.0152473765783935 0.00832366655874773 -0.000489206780151816 0.0366338091830986 NA -0.0128382832637156
"V149" "Test" -0.00562816441197053 0.00238272632550742 0.00107107669642636 0.0146521348421878 -0.00143175147001443 0.00307250332560083 0.85569729474877 NA 0.223554546092625
"V149" "Train" 0.00316624615992518 0.00202778865681914 0.00135921770403859 0.0249756409483321 0.00275668834776433 0.00540308081727932 0.860987527779564 NA 0.264069596738463
"V15" "Test" 0.0153722233970313 0.0157335318208943 0.0128727468605983 -0.00726062109639273 0.0272040426605906 0.0268626774118774 0.817625358460346 0.0010039092028285 0.090274700580525
"V15" "Train" 0.0216042654815209 0.00914311757372431 0.0124236167229694 0.00863908165343706 0.0249429075604371 0.0247720482268175 0.8082556049418 0.0126715420291739 0.103368069585087
"V150" "Test" -0.00425335835830522 -0.00240757625649947 -0.000182970276619497 -0.0114444641888817 -0.00791536245099684 -0.0053792763672754 0.0310172292894737 NA 0.0218121185753885
"V150" "Train" 0.00389111870284686 0.00335858538214274 0.000471301938884396 0.0150375436272944 0.0128384719508198 0.00172885385724614 0.0467604712787879 NA -0.00539111130062938
"V151" "Test" -0.00744836808849724 0.00175031981011651 0.00133962427250262 0.00827449633463044 0.00534138069223191 0.00397835281721632 0.856166275138935 NA 0.220503230832027
"V151" "Train" 0.00211677638974339 0.000851279741384954 -0.000161460289055894 0.023571438288387 0.00681471776343544 0.00706650883367799 0.860962359029402 NA 0.270319100888556
"V152" "Test" -0.00481213321442554 -0.000891587178520901 0.000937564693859464 -0.0168069110168553 -0.00902149555704626 -0.00474751458669719 0.0315576249025641 NA 0.0196474442679655
"V152" "Train" 0.000975504467065862 0.0027960618194794 -0.00175346087732648 0.0158507291035418 0.0146248544786039 0.000770145049971477 0.0471058435588235 NA -0.00148272654369332
"V153" "Test" -0.00653369363917844 -0.0013502092591543 0.00358843239666754 0.012025753359281 0.0109569851123482 0.0020879767860466 0.856753162867463 NA 0.223840769284048
"V153" "Train" 0.000130780092525145 0.0025592007546598 -0.000405940907273605 0.0259591056838642 0.00895674389338347 0.00446705341754021 0.861127302567397 NA 0.271584773281993
"V154" "Test" -0.00135424069998846 -0.00158166051894759 0.00301596298941706 -0.0174405391214642 -0.00234957380793693 -0.00544583274331009 0.0352436157777778 NA 0.0292962201130325
"V154" "Train" -0.000995425399553289 0.00493993985603955 -0.00150757433120154 0.0188746334820406 0.0141813748873665 0.000492316687852788 0.0403479647636364 NA -0.00137223631960497
"V155" "Test" -0.00251731921307484 -0.00328521908747147 0.00405415155743157 0.0170444227731952 0.0100461760183619 0.00424266455936439 0.859369377860457 NA 0.228979619635103
"V155" "Train" -0.000858551223647708 0.0034178205213098 0.000473457962974545 0.0251387976267716 0.00808516219227976 0.00511904127107195 0.861694716269513 NA 0.274388760501273
"V156" "Test" -0.00168396161196777 0.00123789922363879 0.00169709584437229 -0.0158801139614255 -0.0141065301534973 -0.00164278899956214 0.0338017058430556 NA 0.0275971510792793
"V156" "Train" -0.000837331487948975 0.00400156459456409 -0.000258466306254577 0.0189615460720507 0.00728612408943285 -9.47755579620462e-05 0.0344025911880597 NA 0.00178249161033183
"V157" "Test" -0.00165238036336847 -0.0013839061426129 0.00333103189807064 0.022253523205078 -0.006940789674528 0.0069332631125484 0.860696706168485 NA 0.228900624038769
"V157" "Train" -0.00224022413409998 0.00367809810599282 0.00180939345340321 0.0222089956461806 0.0063269523597966 0.00485557431676478 0.861196777300797 NA 0.277616310478977
"V158" "Test" -0.000637536486923505 0.000831471288821221 0.00199625440737172 -0.0086381518158286 -0.020839255471889 0.00365458134070622 0.0315731234944444 NA 0.0270394229916402
"V158" "Train" -0.00385554821331603 0.00429276089375826 1.73274821033758e-05 0.0185968504287661 0.00459503222921528 -5.06625009569236e-05 0.0365014978477612 NA 0.00897970867064365
"V159" "Test" 0.00100839252786151 -0.00297969601138623 0.00088500581761142 0.0280279499852664 -0.00791851457309698 0.00999005918067027 0.859983672324153 NA 0.230837419026329
"V159" "Train" -0.00289432149022193 0.00431245031681328 0.000948876993623246 0.0226616440740812 0.00984693760927062 0.00628716925627063 0.86059258709235 NA 0.283178193151102
"V16" "Test" 0.000156678224969374 -0.0107084699070283 -0.0124793102878281 -0.142134084501918 -0.0106048078038597 -0.0216220197766791 -0.083704332075 -2.29155682001245e-05 -0.141273105787917
"V16" "Train" 0.0090533351176173 -0.0149755011672152 -0.00994214210520538 -0.125690867047282 -0.0365643120170814 -0.0378226318461261 -0.0946883606182871 0.0132304020389817 -0.174930067288554
"V160" "Test" -0.00115588619655349 0.00255660807288712 0.000759559737776301 -0.00030373020868546 -0.0193617280890513 0.00455612482388524 0.0312997254205882 NA 0.0306579441415027
"V160" "Train" -0.00539337936267135 0.0047118780550801 -0.000927771119238307 0.01741892831286 0.00530913034075277 -0.00149439733264884 0.028629923304375 NA 0.012334050252749
"V161" "Test" 0.00243970242703369 -0.000788969013754971 -0.00159757036750133 0.0339898446657645 -0.00738919332986871 0.0135404015506475 0.859055727825668 NA 0.232253869088843
"V161" "Train" -0.00317691579650114 0.00447361194302373 -0.00122563699625556 0.0177971348595478 0.0103098723998438 0.0053028529116039 0.860280631025227 NA 0.286727530835374
"V162" "Test" 3.75818353983379e-05 0.00303263845386889 8.64747233206711e-05 -0.000449790199609665 -0.0137853065855458 0.0102001801072917 0.0301379348714286 NA 0.0325802043581283
"V162" "Train" -0.00496909959352633 0.00346269581677874 -0.00258230267640626 0.0159271191715356 0.00332976101354395 -0.00104919693025574 0.0217905038645161 NA 0.0125928919920613
"V163" "Test" 0.0054720105054467 -0.000394931531913713 -0.0017691450682843 0.0315299304987167 -0.0162759530620875 0.0166381879276721 0.861033829556508 NA 0.232068600693122
"V163" "Train" -0.00337410697034027 0.00369469219850639 -0.00104132483457587 0.0195661616776613 0.0125554942474566 0.00616786092017486 0.859002846522721 NA 0.287250468288319
"V164" "Test" 0.00353655699813123 0.00233239263153266 0.000160396431606361 -0.00186204833602184 -0.0153119704037929 0.00923538832247266 0.028331367025 NA 0.033754016176054
"V164" "Train" -0.00271233134815115 0.00291228409732076 -0.00357124937826865 0.0196705477939849 0.00239108900180783 -0.000286359520059965 0.0229539690111475 NA 0.0148769485637849
"V165" "Test" 0.00485925244132589 -0.00182195355834411 0.00101764731948921 0.0309893033954006 -0.00665353478662403 0.00861721283212765 0.864017096074655 NA 0.235112173210585
"V165" "Train" -0.00100712957447505 0.00293794008363965 -0.00131904757600668 0.0221794051207838 0.0126656404165952 0.00425463730947249 0.858154223669168 NA 0.29196268769027
"V166" "Test" 0.00577235209507864 0.00103638518475866 0.00160092297440727 0.00483135472890757 -0.0151582069606993 0.00496584351428422 0.0301004749882353 NA 0.0353015570781421
"V166" "Train" -0.00179408506730757 0.00269687862598465 -0.00354215438910542 0.0247837809348713 0.00610150465678064 -0.000122640289139136 0.0264119971563636 NA 0.0176495040143869
"V167" "Test" 0.00602607191160591 -0.00220613577164772 0.00172489823616282 0.0335453011049994 -0.0128472494338656 0.00412068762776806 0.866452462333617 NA 0.234357882258049
"V167" "Train" -0.000846228970292277 0.0025054524199681 0.000656348036994619 0.0244866015041131 0.0147441623399122 0.00362873542850158 0.858941486418045 NA 0.294381524376246
"V168" "Test" 0.00716269131902691 0.00140480399629978 -0.000291738376944076 0.00842815646202881 -0.0175085653044392 -5.58096215189101e-05 0.0319364938848485 NA 0.0355178219153028
"V168" "Train" -0.0038014827836128 0.000755614508207667 -0.00240682880376799 0.0231653722235007 0.00310223544612624 0.00131959174415803 0.0250571676218182 NA 0.0215363328974141
"V169" "Test" 0.0102843758427842 -0.000844284789042277 0.00115305202492718 0.0319099178320743 -0.021580259690071 0.000327163346019849 0.867143419176766 NA 0.235630681946086
"V169" "Train" -0.00089142165834294 0.000488873277775713 -0.000272414685834754 0.0277589164379727 0.014131936857302 0.00407901591824724 0.858920555881355 NA 0.298343550282154
"V17" "Test" 0.0189057093187985 0.0160592681872029 0.0126815868351716 -0.00733429657890111 0.0275668507303409 0.0279537121512502 0.817058220016439 0.00148091545589694 0.0901510560156295
